"REF_DATE","GEO","DGUID","Sex","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997","Northwest Territories including Nunavut","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457984","13.3.2","8.1","","","t","1"
"1997","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Total number of police officers","Number","223","units ","0","v19457991","16.1.1","1075","","","","0"
"1997","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457992","16.1.2","100","","","","0"
"1997","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Total number of police officers","Number","223","units ","0","v19457993","16.2.1","1002","","","","0"
"1997","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457994","16.2.2","93.2","","","","1"
"1997","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Total number of police officers","Number","223","units ","0","v19457995","16.3.1","73","","","","0"
"1997","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457996","16.3.2","6.8","","","","1"
"1998","Canada","","Both sexes","Total number of police officers","Number","223","units ","0","v19457901","1.1.1","54763","","","","0"
"1998","Canada","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457902","1.1.2","100","","","","0"
"1998","Canada","","Males","Total number of police officers","Number","223","units ","0","v19457903","1.2.1","48076","","","","0"
"1998","Canada","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457904","1.2.2","87.8","","","","1"
"1998","Canada","","Females","Total number of police officers","Number","223","units ","0","v19457905","1.3.1","6687","","","","0"
"1998","Canada","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457906","1.3.2","12.2","","","","1"
"1998","Newfoundland and Labrador","","Both sexes","Total number of police officers","Number","223","units ","0","v19457907","2.1.1","776","","","","0"
"1998","Newfoundland and Labrador","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457908","2.1.2","100","","","","0"
"1998","Newfoundland and Labrador","","Males","Total number of police officers","Number","223","units ","0","v19457909","2.2.1","704","","","","0"
"1998","Newfoundland and Labrador","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457910","2.2.2","90.7","","","","1"
"1998","Newfoundland and Labrador","","Females","Total number of police officers","Number","223","units ","0","v19457911","2.3.1","72","","","","0"
"1998","Newfoundland and Labrador","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457912","2.3.2","9.3","","","","1"
"1998","Prince Edward Island","","Both sexes","Total number of police officers","Number","223","units ","0","v19457913","3.1.1","203","","","","0"
"1998","Prince Edward Island","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457914","3.1.2","100","","","","0"
"1998","Prince Edward Island","","Males","Total number of police officers","Number","223","units ","0","v19457915","3.2.1","188","","","","0"
"1998","Prince Edward Island","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457916","3.2.2","92.6","","","","1"
"1998","Prince Edward Island","","Females","Total number of police officers","Number","223","units ","0","v19457917","3.3.1","15","","","","0"
"1998","Prince Edward Island","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457918","3.3.2","7.4","","","","1"
"1998","Nova Scotia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457919","4.1.1","1589","","","","0"
"1998","Nova Scotia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457920","4.1.2","100","","","","0"
"1998","Nova Scotia","","Males","Total number of police officers","Number","223","units ","0","v19457921","4.2.1","1451","","","","0"
"1998","Nova Scotia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457922","4.2.2","91.3","","","","1"
"1998","Nova Scotia","","Females","Total number of police officers","Number","223","units ","0","v19457923","4.3.1","138","","","","0"
"1998","Nova Scotia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457924","4.3.2","8.7","","","","1"
"1998","New Brunswick","","Both sexes","Total number of police officers","Number","223","units ","0","v19457925","5.1.1","1283","","","","0"
"1998","New Brunswick","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457926","5.1.2","100","","","","0"
"1998","New Brunswick","","Males","Total number of police officers","Number","223","units ","0","v19457927","5.2.1","1178","","","","0"
"1998","New Brunswick","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457928","5.2.2","91.8","","","","1"
"1998","New Brunswick","","Females","Total number of police officers","Number","223","units ","0","v19457929","5.3.1","105","","","","0"
"1998","New Brunswick","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457930","5.3.2","8.2","","","","1"
"1998","Quebec","","Both sexes","Total number of police officers","Number","223","units ","0","v19457931","6.1.1","13636","","","","0"
"1998","Quebec","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457932","6.1.2","100","","","","0"
"1998","Quebec","","Males","Total number of police officers","Number","223","units ","0","v19457933","6.2.1","12196","","","","0"
"1998","Quebec","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457934","6.2.2","89.4","","","","1"
"1998","Quebec","","Females","Total number of police officers","Number","223","units ","0","v19457935","6.3.1","1440","","","","0"
"1998","Quebec","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457936","6.3.2","10.6","","","","1"
"1998","Ontario","","Both sexes","Total number of police officers","Number","223","units ","0","v19457937","7.1.1","20454","","","","0"
"1998","Ontario","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457938","7.1.2","100","","","","0"
"1998","Ontario","","Males","Total number of police officers","Number","223","units ","0","v19457939","7.2.1","17749","","","","0"
"1998","Ontario","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457940","7.2.2","86.8","","","","1"
"1998","Ontario","","Females","Total number of police officers","Number","223","units ","0","v19457941","7.3.1","2705","","","","0"
"1998","Ontario","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457942","7.3.2","13.2","","","","1"
"1998","Manitoba","","Both sexes","Total number of police officers","Number","223","units ","0","v19457943","8.1.1","2226","","","","0"
"1998","Manitoba","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457944","8.1.2","100","","","","0"
"1998","Manitoba","","Males","Total number of police officers","Number","223","units ","0","v19457945","8.2.1","1971","","","","0"
"1998","Manitoba","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457946","8.2.2","88.5","","","","1"
"1998","Manitoba","","Females","Total number of police officers","Number","223","units ","0","v19457947","8.3.1","255","","","","0"
"1998","Manitoba","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457948","8.3.2","11.5","","","","1"
"1998","Saskatchewan","","Both sexes","Total number of police officers","Number","223","units ","0","v19457949","9.1.1","1896","","","","0"
"1998","Saskatchewan","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457950","9.1.2","100","","","","0"
"1998","Saskatchewan","","Males","Total number of police officers","Number","223","units ","0","v19457951","9.2.1","1670","","","","0"
"1998","Saskatchewan","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457952","9.2.2","88.1","","","","1"
"1998","Saskatchewan","","Females","Total number of police officers","Number","223","units ","0","v19457953","9.3.1","226","","","","0"
"1998","Saskatchewan","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457954","9.3.2","11.9","","","","1"
"1998","Alberta","","Both sexes","Total number of police officers","Number","223","units ","0","v19457955","10.1.1","4478","","","","0"
"1998","Alberta","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457956","10.1.2","100","","","","0"
"1998","Alberta","","Males","Total number of police officers","Number","223","units ","0","v19457957","10.2.1","3955","","","","0"
"1998","Alberta","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457958","10.2.2","88.3","","","","1"
"1998","Alberta","","Females","Total number of police officers","Number","223","units ","0","v19457959","10.3.1","523","","","","0"
"1998","Alberta","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457960","10.3.2","11.7","","","","1"
"1998","British Columbia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457961","11.1.1","6865","","","","0"
"1998","British Columbia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457962","11.1.2","100","","","","0"
"1998","British Columbia","","Males","Total number of police officers","Number","223","units ","0","v19457963","11.2.1","5767","","","","0"
"1998","British Columbia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457964","11.2.2","84.0","","","","1"
"1998","British Columbia","","Females","Total number of police officers","Number","223","units ","0","v19457965","11.3.1","1098","","","","0"
"1998","British Columbia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457966","11.3.2","16.0","","","","1"
"1998","Yukon","","Both sexes","Total number of police officers","Number","223","units ","0","v19457967","12.1.1","118","","","","0"
"1998","Yukon","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457968","12.1.2","100","","","","0"
"1998","Yukon","","Males","Total number of police officers","Number","223","units ","0","v19457969","12.2.1","106","","","","0"
"1998","Yukon","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457970","12.2.2","89.8","","","","1"
"1998","Yukon","","Females","Total number of police officers","Number","223","units ","0","v19457971","12.3.1","12","","","","0"
"1998","Yukon","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457972","12.3.2","10.2","","","","1"
"1998","Northwest Territories including Nunavut","","Both sexes","Total number of police officers","Number","223","units ","0","v19457979","13.1.1","240","","","t","0"
"1998","Northwest Territories including Nunavut","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457980","13.1.2","100","","","t","0"
"1998","Northwest Territories including Nunavut","","Males","Total number of police officers","Number","223","units ","0","v19457981","13.2.1","215","","","t","0"
"1998","Northwest Territories including Nunavut","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457982","13.2.2","89.6","","","t","1"
"1998","Northwest Territories including Nunavut","","Females","Total number of police officers","Number","223","units ","0","v19457983","13.3.1","25","","","t","0"
"1998","Northwest Territories including Nunavut","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457984","13.3.2","10.4","","","t","1"
"1998","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Total number of police officers","Number","223","units ","0","v19457991","16.1.1","999","","","","0"
"1998","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457992","16.1.2","100","","","","0"
"1998","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Total number of police officers","Number","223","units ","0","v19457993","16.2.1","926","","","","0"
"1998","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457994","16.2.2","92.7","","","","1"
"1998","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Total number of police officers","Number","223","units ","0","v19457995","16.3.1","73","","","","0"
"1998","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457996","16.3.2","7.3","","","","1"
"1999","Canada","","Both sexes","Total number of police officers","Number","223","units ","0","v19457901","1.1.1","55321","","","","0"
"1999","Canada","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457902","1.1.2","100","","","","0"
"1999","Canada","","Males","Total number of police officers","Number","223","units ","0","v19457903","1.2.1","48169","","","","0"
"1999","Canada","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457904","1.2.2","87.1","","","","1"
"1999","Canada","","Females","Total number of police officers","Number","223","units ","0","v19457905","1.3.1","7152","","","","0"
"1999","Canada","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457906","1.3.2","12.9","","","","1"
"1999","Newfoundland and Labrador","","Both sexes","Total number of police officers","Number","223","units ","0","v19457907","2.1.1","767","","","","0"
"1999","Newfoundland and Labrador","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457908","2.1.2","100","","","","0"
"1999","Newfoundland and Labrador","","Males","Total number of police officers","Number","223","units ","0","v19457909","2.2.1","692","","","","0"
"1999","Newfoundland and Labrador","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457910","2.2.2","90.2","","","","1"
"1999","Newfoundland and Labrador","","Females","Total number of police officers","Number","223","units ","0","v19457911","2.3.1","75","","","","0"
"1999","Newfoundland and Labrador","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457912","2.3.2","9.8","","","","1"
"1999","Prince Edward Island","","Both sexes","Total number of police officers","Number","223","units ","0","v19457913","3.1.1","197","","","","0"
"1999","Prince Edward Island","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457914","3.1.2","100","","","","0"
"1999","Prince Edward Island","","Males","Total number of police officers","Number","223","units ","0","v19457915","3.2.1","178","","","","0"
"1999","Prince Edward Island","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457916","3.2.2","90.4","","","","1"
"1999","Prince Edward Island","","Females","Total number of police officers","Number","223","units ","0","v19457917","3.3.1","19","","","","0"
"1999","Prince Edward Island","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457918","3.3.2","9.6","","","","1"
"1999","Nova Scotia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457919","4.1.1","1582","","","","0"
"1999","Nova Scotia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457920","4.1.2","100","","","","0"
"1999","Nova Scotia","","Males","Total number of police officers","Number","223","units ","0","v19457921","4.2.1","1432","","","","0"
"1999","Nova Scotia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457922","4.2.2","90.5","","","","1"
"1999","Nova Scotia","","Females","Total number of police officers","Number","223","units ","0","v19457923","4.3.1","150","","","","0"
"1999","Nova Scotia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457924","4.3.2","9.5","","","","1"
"1999","New Brunswick","","Both sexes","Total number of police officers","Number","223","units ","0","v19457925","5.1.1","1290","","","","0"
"1999","New Brunswick","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457926","5.1.2","100","","","","0"
"1999","New Brunswick","","Males","Total number of police officers","Number","223","units ","0","v19457927","5.2.1","1168","","","","0"
"1999","New Brunswick","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457928","5.2.2","90.5","","","","1"
"1999","New Brunswick","","Females","Total number of police officers","Number","223","units ","0","v19457929","5.3.1","122","","","","0"
"1999","New Brunswick","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457930","5.3.2","9.5","","","","1"
"1999","Quebec","","Both sexes","Total number of police officers","Number","223","units ","0","v19457931","6.1.1","13750","","","","0"
"1999","Quebec","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457932","6.1.2","100","","","","0"
"1999","Quebec","","Males","Total number of police officers","Number","223","units ","0","v19457933","6.2.1","12147","","","","0"
"1999","Quebec","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457934","6.2.2","88.3","","","","1"
"1999","Quebec","","Females","Total number of police officers","Number","223","units ","0","v19457935","6.3.1","1603","","","","0"
"1999","Quebec","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457936","6.3.2","11.7","","","","1"
"1999","Ontario","","Both sexes","Total number of police officers","Number","223","units ","0","v19457937","7.1.1","21027","","","","0"
"1999","Ontario","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457938","7.1.2","100","","","","0"
"1999","Ontario","","Males","Total number of police officers","Number","223","units ","0","v19457939","7.2.1","18165","","","","0"
"1999","Ontario","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457940","7.2.2","86.4","","","","1"
"1999","Ontario","","Females","Total number of police officers","Number","223","units ","0","v19457941","7.3.1","2862","","","","0"
"1999","Ontario","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457942","7.3.2","13.6","","","","1"
"1999","Manitoba","","Both sexes","Total number of police officers","Number","223","units ","0","v19457943","8.1.1","2189","","","","0"
"1999","Manitoba","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457944","8.1.2","100","","","","0"
"1999","Manitoba","","Males","Total number of police officers","Number","223","units ","0","v19457945","8.2.1","1917","","","","0"
"1999","Manitoba","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457946","8.2.2","87.6","","","","1"
"1999","Manitoba","","Females","Total number of police officers","Number","223","units ","0","v19457947","8.3.1","272","","","","0"
"1999","Manitoba","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457948","8.3.2","12.4","","","","1"
"1999","Saskatchewan","","Both sexes","Total number of police officers","Number","223","units ","0","v19457949","9.1.1","1930","","","","0"
"1999","Saskatchewan","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457950","9.1.2","100","","","","0"
"1999","Saskatchewan","","Males","Total number of police officers","Number","223","units ","0","v19457951","9.2.1","1678","","","","0"
"1999","Saskatchewan","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457952","9.2.2","86.9","","","","1"
"1999","Saskatchewan","","Females","Total number of police officers","Number","223","units ","0","v19457953","9.3.1","252","","","","0"
"1999","Saskatchewan","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457954","9.3.2","13.1","","","","1"
"1999","Alberta","","Both sexes","Total number of police officers","Number","223","units ","0","v19457955","10.1.1","4580","","","","0"
"1999","Alberta","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457956","10.1.2","100","","","","0"
"1999","Alberta","","Males","Total number of police officers","Number","223","units ","0","v19457957","10.2.1","4012","","","","0"
"1999","Alberta","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457958","10.2.2","87.6","","","","1"
"1999","Alberta","","Females","Total number of police officers","Number","223","units ","0","v19457959","10.3.1","568","","","","0"
"1999","Alberta","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457960","10.3.2","12.4","","","","1"
"1999","British Columbia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457961","11.1.1","6725","","","","0"
"1999","British Columbia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457962","11.1.2","100","","","","0"
"1999","British Columbia","","Males","Total number of police officers","Number","223","units ","0","v19457963","11.2.1","5616","","","","0"
"1999","British Columbia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457964","11.2.2","83.5","","","","1"
"1999","British Columbia","","Females","Total number of police officers","Number","223","units ","0","v19457965","11.3.1","1109","","","","0"
"1999","British Columbia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457966","11.3.2","16.5","","","","1"
"1999","Yukon","","Both sexes","Total number of police officers","Number","223","units ","0","v19457967","12.1.1","119","","","","0"
"1999","Yukon","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457968","12.1.2","100","","","","0"
"1999","Yukon","","Males","Total number of police officers","Number","223","units ","0","v19457969","12.2.1","106","","","","0"
"1999","Yukon","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457970","12.2.2","89.1","","","","1"
"1999","Yukon","","Females","Total number of police officers","Number","223","units ","0","v19457971","12.3.1","13","","","","0"
"1999","Yukon","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457972","12.3.2","10.9","","","","1"
"1999","Northwest Territories","","Both sexes","Total number of police officers","Number","223","units ","0","v19457973","14.1.1","156","","","","0"
"1999","Northwest Territories","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457974","14.1.2","100","","","","0"
"1999","Northwest Territories","","Males","Total number of police officers","Number","223","units ","0","v19457975","14.2.1","133","","","","0"
"1999","Northwest Territories","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457976","14.2.2","85.3","","","","1"
"1999","Northwest Territories","","Females","Total number of police officers","Number","223","units ","0","v19457977","14.3.1","23","","","","0"
"1999","Northwest Territories","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457978","14.3.2","14.7","","","","1"
"1999","Nunavut","","Both sexes","Total number of police officers","Number","223","units ","0","v19457985","15.1.1","83","","","","0"
"1999","Nunavut","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457986","15.1.2","100","","","","0"
"1999","Nunavut","","Males","Total number of police officers","Number","223","units ","0","v19457987","15.2.1","77","","","","0"
"1999","Nunavut","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457988","15.2.2","92.8","","","","1"
"1999","Nunavut","","Females","Total number of police officers","Number","223","units ","0","v19457989","15.3.1","6","","","","0"
"1999","Nunavut","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457990","15.3.2","7.2","","","","1"
"1999","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Total number of police officers","Number","223","units ","0","v19457991","16.1.1","926","","","","0"
"1999","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457992","16.1.2","100","","","","0"
"1999","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Total number of police officers","Number","223","units ","0","v19457993","16.2.1","848","","","","0"
"1999","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457994","16.2.2","91.6","","","","1"
"1999","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Total number of police officers","Number","223","units ","0","v19457995","16.3.1","78","","","","0"
"1999","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457996","16.3.2","8.4","","","","1"
"2000","Canada","","Both sexes","Total number of police officers","Number","223","units ","0","v19457901","1.1.1","55954","","","","0"
"2000","Canada","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457902","1.1.2","100","","","","0"
"2000","Canada","","Males","Total number of police officers","Number","223","units ","0","v19457903","1.2.1","48304","","","","0"
"2000","Canada","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457904","1.2.2","86.3","","","","1"
"2000","Canada","","Females","Total number of police officers","Number","223","units ","0","v19457905","1.3.1","7650","","","","0"
"2000","Canada","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457906","1.3.2","13.7","","","","1"
"2000","Newfoundland and Labrador","","Both sexes","Total number of police officers","Number","223","units ","0","v19457907","2.1.1","772","","","","0"
"2000","Newfoundland and Labrador","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457908","2.1.2","100","","","","0"
"2000","Newfoundland and Labrador","","Males","Total number of police officers","Number","223","units ","0","v19457909","2.2.1","698","","","","0"
"2000","Newfoundland and Labrador","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457910","2.2.2","90.4","","","","1"
"2000","Newfoundland and Labrador","","Females","Total number of police officers","Number","223","units ","0","v19457911","2.3.1","74","","","","0"
"2000","Newfoundland and Labrador","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457912","2.3.2","9.6","","","","1"
"2000","Prince Edward Island","","Both sexes","Total number of police officers","Number","223","units ","0","v19457913","3.1.1","205","","","","0"
"2000","Prince Edward Island","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457914","3.1.2","100","","","","0"
"2000","Prince Edward Island","","Males","Total number of police officers","Number","223","units ","0","v19457915","3.2.1","184","","","","0"
"2000","Prince Edward Island","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457916","3.2.2","89.8","","","","1"
"2000","Prince Edward Island","","Females","Total number of police officers","Number","223","units ","0","v19457917","3.3.1","21","","","","0"
"2000","Prince Edward Island","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457918","3.3.2","10.2","","","","1"
"2000","Nova Scotia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457919","4.1.1","1600","","","","0"
"2000","Nova Scotia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457920","4.1.2","100","","","","0"
"2000","Nova Scotia","","Males","Total number of police officers","Number","223","units ","0","v19457921","4.2.1","1433","","","","0"
"2000","Nova Scotia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457922","4.2.2","89.6","","","","1"
"2000","Nova Scotia","","Females","Total number of police officers","Number","223","units ","0","v19457923","4.3.1","167","","","","0"
"2000","Nova Scotia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457924","4.3.2","10.4","","","","1"
"2000","New Brunswick","","Both sexes","Total number of police officers","Number","223","units ","0","v19457925","5.1.1","1306","","","","0"
"2000","New Brunswick","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457926","5.1.2","100","","","","0"
"2000","New Brunswick","","Males","Total number of police officers","Number","223","units ","0","v19457927","5.2.1","1170","","","","0"
"2000","New Brunswick","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457928","5.2.2","89.6","","","","1"
"2000","New Brunswick","","Females","Total number of police officers","Number","223","units ","0","v19457929","5.3.1","136","","","","0"
"2000","New Brunswick","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457930","5.3.2","10.4","","","","1"
"2000","Quebec","","Both sexes","Total number of police officers","Number","223","units ","0","v19457931","6.1.1","13835","","","","0"
"2000","Quebec","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457932","6.1.2","100","","","","0"
"2000","Quebec","","Males","Total number of police officers","Number","223","units ","0","v19457933","6.2.1","12074","","","","0"
"2000","Quebec","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457934","6.2.2","87.3","","","","1"
"2000","Quebec","","Females","Total number of police officers","Number","223","units ","0","v19457935","6.3.1","1761","","","","0"
"2000","Quebec","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457936","6.3.2","12.7","","","","1"
"2000","Ontario","","Both sexes","Total number of police officers","Number","223","units ","0","v19457937","7.1.1","21637","","","","0"
"2000","Ontario","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457938","7.1.2","100","","","","0"
"2000","Ontario","","Males","Total number of police officers","Number","223","units ","0","v19457939","7.2.1","18561","","","","0"
"2000","Ontario","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457940","7.2.2","85.8","","","","1"
"2000","Ontario","","Females","Total number of police officers","Number","223","units ","0","v19457941","7.3.1","3076","","","","0"
"2000","Ontario","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457942","7.3.2","14.2","","","","1"
"2000","Manitoba","","Both sexes","Total number of police officers","Number","223","units ","0","v19457943","8.1.1","2142","","","","0"
"2000","Manitoba","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457944","8.1.2","100","","","","0"
"2000","Manitoba","","Males","Total number of police officers","Number","223","units ","0","v19457945","8.2.1","1873","","","","0"
"2000","Manitoba","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457946","8.2.2","87.4","","","","1"
"2000","Manitoba","","Females","Total number of police officers","Number","223","units ","0","v19457947","8.3.1","269","","","","0"
"2000","Manitoba","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457948","8.3.2","12.6","","","","1"
"2000","Saskatchewan","","Both sexes","Total number of police officers","Number","223","units ","0","v19457949","9.1.1","1864","","","","0"
"2000","Saskatchewan","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457950","9.1.2","100","","","","0"
"2000","Saskatchewan","","Males","Total number of police officers","Number","223","units ","0","v19457951","9.2.1","1613","","","","0"
"2000","Saskatchewan","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457952","9.2.2","86.5","","","","1"
"2000","Saskatchewan","","Females","Total number of police officers","Number","223","units ","0","v19457953","9.3.1","251","","","","0"
"2000","Saskatchewan","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457954","9.3.2","13.5","","","","1"
"2000","Alberta","","Both sexes","Total number of police officers","Number","223","units ","0","v19457955","10.1.1","4613","","","","0"
"2000","Alberta","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457956","10.1.2","100","","","","0"
"2000","Alberta","","Males","Total number of police officers","Number","223","units ","0","v19457957","10.2.1","4029","","","","0"
"2000","Alberta","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457958","10.2.2","87.3","","","","1"
"2000","Alberta","","Females","Total number of police officers","Number","223","units ","0","v19457959","10.3.1","584","","","","0"
