"REF_DATE","GEO","DGUID","Sex","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1992","Manitoba","","Males","Total number of police officers","Number","223","units ","0","v19457945","8.2.1","2030","","","","0"
"1992","Manitoba","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457946","8.2.2","92.7","","","","1"
"1992","Manitoba","","Females","Total number of police officers","Number","223","units ","0","v19457947","8.3.1","159","","","","0"
"1992","Manitoba","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457948","8.3.2","7.3","","","","1"
"1992","Saskatchewan","","Both sexes","Total number of police officers","Number","223","units ","0","v19457949","9.1.1","1935","","","","0"
"1992","Saskatchewan","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457950","9.1.2","100","","","","0"
"1992","Saskatchewan","","Males","Total number of police officers","Number","223","units ","0","v19457951","9.2.1","1815","","","","0"
"1992","Saskatchewan","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457952","9.2.2","93.8","","","","1"
"1992","Saskatchewan","","Females","Total number of police officers","Number","223","units ","0","v19457953","9.3.1","120","","","","0"
"1992","Saskatchewan","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457954","9.3.2","6.2","","","","1"
"1992","Alberta","","Both sexes","Total number of police officers","Number","223","units ","0","v19457955","10.1.1","4526","","","","0"
"1992","Alberta","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457956","10.1.2","100","","","","0"
"1992","Alberta","","Males","Total number of police officers","Number","223","units ","0","v19457957","10.2.1","4181","","","","0"
"1992","Alberta","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457958","10.2.2","92.4","","","","1"
"1992","Alberta","","Females","Total number of police officers","Number","223","units ","0","v19457959","10.3.1","345","","","","0"
"1992","Alberta","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457960","10.3.2","7.6","","","","1"
"1992","British Columbia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457961","11.1.1","6233","","","","0"
"1992","British Columbia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457962","11.1.2","100","","","","0"
"1992","British Columbia","","Males","Total number of police officers","Number","223","units ","0","v19457963","11.2.1","5653","","","","0"
"1992","British Columbia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457964","11.2.2","90.7","","","","1"
"1992","British Columbia","","Females","Total number of police officers","Number","223","units ","0","v19457965","11.3.1","580","","","","0"
"1992","British Columbia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457966","11.3.2","9.3","","","","1"
"1992","Yukon","","Both sexes","Total number of police officers","Number","223","units ","0","v19457967","12.1.1","120","","","","0"
"1992","Yukon","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457968","12.1.2","100","","","","0"
"1992","Yukon","","Males","Total number of police officers","Number","223","units ","0","v19457969","12.2.1","113","","","","0"
"1992","Yukon","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457970","12.2.2","94.2","","","","1"
"1992","Yukon","","Females","Total number of police officers","Number","223","units ","0","v19457971","12.3.1","7","","","","0"
"1992","Yukon","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457972","12.3.2","5.8","","","","1"
"1992","Northwest Territories including Nunavut","","Both sexes","Total number of police officers","Number","223","units ","0","v19457979","13.1.1","218","","","t","0"
"1992","Northwest Territories including Nunavut","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457980","13.1.2","100","","","t","0"
"1992","Northwest Territories including Nunavut","","Males","Total number of police officers","Number","223","units ","0","v19457981","13.2.1","203","","","t","0"
"1992","Northwest Territories including Nunavut","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457982","13.2.2","93.1","","","t","1"
"1992","Northwest Territories including Nunavut","","Females","Total number of police officers","Number","223","units ","0","v19457983","13.3.1","15","","","t","0"
"1992","Northwest Territories including Nunavut","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457984","13.3.2","6.9","","","t","1"
"1992","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Total number of police officers","Number","223","units ","0","v19457991","16.1.1","1815","","","","0"
"1992","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457992","16.1.2","100","","","","0"
"1992","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Total number of police officers","Number","223","units ","0","v19457993","16.2.1","1663","","","","0"
"1992","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457994","16.2.2","91.6","","","","1"
"1992","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Total number of police officers","Number","223","units ","0","v19457995","16.3.1","152","","","","0"
"1992","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457996","16.3.2","8.4","","","","1"
"1993","Canada","","Both sexes","Total number of police officers","Number","223","units ","0","v19457901","1.1.1","56901","","","","0"
"1993","Canada","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457902","1.1.2","100","","","","0"
"1993","Canada","","Males","Total number of police officers","Number","223","units ","0","v19457903","1.2.1","52340","","","","0"
"1993","Canada","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457904","1.2.2","92.0","","","","1"
"1993","Canada","","Females","Total number of police officers","Number","223","units ","0","v19457905","1.3.1","4561","","","","0"
"1993","Canada","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457906","1.3.2","8.0","","","","1"
"1993","Newfoundland and Labrador","","Both sexes","Total number of police officers","Number","223","units ","0","v19457907","2.1.1","874","","","","0"
"1993","Newfoundland and Labrador","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457908","2.1.2","100","","","","0"
"1993","Newfoundland and Labrador","","Males","Total number of police officers","Number","223","units ","0","v19457909","2.2.1","800","","","","0"
"1993","Newfoundland and Labrador","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457910","2.2.2","91.5","","","","1"
"1993","Newfoundland and Labrador","","Females","Total number of police officers","Number","223","units ","0","v19457911","2.3.1","74","","","","0"
"1993","Newfoundland and Labrador","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457912","2.3.2","8.5","","","","1"
"1993","Prince Edward Island","","Both sexes","Total number of police officers","Number","223","units ","0","v19457913","3.1.1","193","","","","0"
"1993","Prince Edward Island","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457914","3.1.2","100","","","","0"
"1993","Prince Edward Island","","Males","Total number of police officers","Number","223","units ","0","v19457915","3.2.1","179","","","","0"
"1993","Prince Edward Island","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457916","3.2.2","92.7","","","","1"
"1993","Prince Edward Island","","Females","Total number of police officers","Number","223","units ","0","v19457917","3.3.1","14","","","","0"
"1993","Prince Edward Island","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457918","3.3.2","7.3","","","","1"
"1993","Nova Scotia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457919","4.1.1","1603","","","","0"
"1993","Nova Scotia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457920","4.1.2","100","","","","0"
"1993","Nova Scotia","","Males","Total number of police officers","Number","223","units ","0","v19457921","4.2.1","1509","","","","0"
"1993","Nova Scotia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457922","4.2.2","94.1","","","","1"
"1993","Nova Scotia","","Females","Total number of police officers","Number","223","units ","0","v19457923","4.3.1","94","","","","0"
"1993","Nova Scotia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457924","4.3.2","5.9","","","","1"
"1993","New Brunswick","","Both sexes","Total number of police officers","Number","223","units ","0","v19457925","5.1.1","1292","","","","0"
"1993","New Brunswick","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457926","5.1.2","100","","","","0"
"1993","New Brunswick","","Males","Total number of police officers","Number","223","units ","0","v19457927","5.2.1","1225","","","","0"
"1993","New Brunswick","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457928","5.2.2","94.8","","","","1"
"1993","New Brunswick","","Females","Total number of police officers","Number","223","units ","0","v19457929","5.3.1","67","","","","0"
"1993","New Brunswick","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457930","5.3.2","5.2","","","","1"
"1993","Quebec","","Both sexes","Total number of police officers","Number","223","units ","0","v19457931","6.1.1","14755","","","","0"
"1993","Quebec","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457932","6.1.2","100","","","","0"
"1993","Quebec","","Males","Total number of police officers","Number","223","units ","0","v19457933","6.2.1","13793","","","","0"
"1993","Quebec","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457934","6.2.2","93.5","","","","1"
"1993","Quebec","","Females","Total number of police officers","Number","223","units ","0","v19457935","6.3.1","962","","","","0"
"1993","Quebec","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457936","6.3.2","6.5","","","","1"
"1993","Ontario","","Both sexes","Total number of police officers","Number","223","units ","0","v19457937","7.1.1","21087","","","","0"
"1993","Ontario","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457938","7.1.2","100","","","","0"
"1993","Ontario","","Males","Total number of police officers","Number","223","units ","0","v19457939","7.2.1","19234","","","","0"
"1993","Ontario","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457940","7.2.2","91.2","","","","1"
"1993","Ontario","","Females","Total number of police officers","Number","223","units ","0","v19457941","7.3.1","1853","","","","0"
"1993","Ontario","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457942","7.3.2","8.8","","","","1"
"1993","Manitoba","","Both sexes","Total number of police officers","Number","223","units ","0","v19457943","8.1.1","2158","","","","0"
"1993","Manitoba","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457944","8.1.2","100","","","","0"
"1993","Manitoba","","Males","Total number of police officers","Number","223","units ","0","v19457945","8.2.1","1993","","","","0"
"1993","Manitoba","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457946","8.2.2","92.4","","","","1"
"1993","Manitoba","","Females","Total number of police officers","Number","223","units ","0","v19457947","8.3.1","165","","","","0"
"1993","Manitoba","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457948","8.3.2","7.6","","","","1"
"1993","Saskatchewan","","Both sexes","Total number of police officers","Number","223","units ","0","v19457949","9.1.1","1927","","","","0"
"1993","Saskatchewan","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457950","9.1.2","100","","","","0"
"1993","Saskatchewan","","Males","Total number of police officers","Number","223","units ","0","v19457951","9.2.1","1784","","","","0"
"1993","Saskatchewan","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457952","9.2.2","92.6","","","","1"
"1993","Saskatchewan","","Females","Total number of police officers","Number","223","units ","0","v19457953","9.3.1","143","","","","0"
"1993","Saskatchewan","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457954","9.3.2","7.4","","","","1"
"1993","Alberta","","Both sexes","Total number of police officers","Number","223","units ","0","v19457955","10.1.1","4571","","","","0"
"1993","Alberta","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457956","10.1.2","100","","","","0"
"1993","Alberta","","Males","Total number of police officers","Number","223","units ","0","v19457957","10.2.1","4205","","","","0"
"1993","Alberta","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457958","10.2.2","92.0","","","","1"
"1993","Alberta","","Females","Total number of police officers","Number","223","units ","0","v19457959","10.3.1","366","","","","0"
"1993","Alberta","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457960","10.3.2","8.0","","","","1"
"1993","British Columbia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457961","11.1.1","6311","","","","0"
"1993","British Columbia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457962","11.1.2","100","","","","0"
"1993","British Columbia","","Males","Total number of police officers","Number","223","units ","0","v19457963","11.2.1","5659","","","","0"
"1993","British Columbia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457964","11.2.2","89.7","","","","1"
"1993","British Columbia","","Females","Total number of police officers","Number","223","units ","0","v19457965","11.3.1","652","","","","0"
"1993","British Columbia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457966","11.3.2","10.3","","","","1"
"1993","Yukon","","Both sexes","Total number of police officers","Number","223","units ","0","v19457967","12.1.1","122","","","","0"
"1993","Yukon","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457968","12.1.2","100","","","","0"
"1993","Yukon","","Males","Total number of police officers","Number","223","units ","0","v19457969","12.2.1","114","","","","0"
"1993","Yukon","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457970","12.2.2","93.4","","","","1"
"1993","Yukon","","Females","Total number of police officers","Number","223","units ","0","v19457971","12.3.1","8","","","","0"
"1993","Yukon","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457972","12.3.2","6.6","","","","1"
"1993","Northwest Territories including Nunavut","","Both sexes","Total number of police officers","Number","223","units ","0","v19457979","13.1.1","238","","","t","0"
"1993","Northwest Territories including Nunavut","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457980","13.1.2","100","","","t","0"
"1993","Northwest Territories including Nunavut","","Males","Total number of police officers","Number","223","units ","0","v19457981","13.2.1","222","","","t","0"
"1993","Northwest Territories including Nunavut","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457982","13.2.2","93.3","","","t","1"
"1993","Northwest Territories including Nunavut","","Females","Total number of police officers","Number","223","units ","0","v19457983","13.3.1","16","","","t","0"
"1993","Northwest Territories including Nunavut","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457984","13.3.2","6.7","","","t","1"
"1993","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Total number of police officers","Number","223","units ","0","v19457991","16.1.1","1770","","","","0"
"1993","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457992","16.1.2","100","","","","0"
"1993","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Total number of police officers","Number","223","units ","0","v19457993","16.2.1","1623","","","","0"
"1993","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457994","16.2.2","91.7","","","","1"
"1993","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Total number of police officers","Number","223","units ","0","v19457995","16.3.1","147","","","","0"
"1993","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457996","16.3.2","8.3","","","","1"
"1994","Canada","","Both sexes","Total number of police officers","Number","223","units ","0","v19457901","1.1.1","55859","","","","0"
"1994","Canada","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457902","1.1.2","100","","","","0"
"1994","Canada","","Males","Total number of police officers","Number","223","units ","0","v19457903","1.2.1","50803","","","","0"
"1994","Canada","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457904","1.2.2","90.9","","","","1"
"1994","Canada","","Females","Total number of police officers","Number","223","units ","0","v19457905","1.3.1","5056","","","","0"
"1994","Canada","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457906","1.3.2","9.1","","","","1"
"1994","Newfoundland and Labrador","","Both sexes","Total number of police officers","Number","223","units ","0","v19457907","2.1.1","880","","","","0"
"1994","Newfoundland and Labrador","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457908","2.1.2","100","","","","0"
"1994","Newfoundland and Labrador","","Males","Total number of police officers","Number","223","units ","0","v19457909","2.2.1","804","","","","0"
"1994","Newfoundland and Labrador","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457910","2.2.2","91.4","","","","1"
"1994","Newfoundland and Labrador","","Females","Total number of police officers","Number","223","units ","0","v19457911","2.3.1","76","","","","0"
"1994","Newfoundland and Labrador","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457912","2.3.2","8.6","","","","1"
"1994","Prince Edward Island","","Both sexes","Total number of police officers","Number","223","units ","0","v19457913","3.1.1","193","","","","0"
"1994","Prince Edward Island","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457914","3.1.2","100","","","","0"
"1994","Prince Edward Island","","Males","Total number of police officers","Number","223","units ","0","v19457915","3.2.1","177","","","","0"
"1994","Prince Edward Island","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457916","3.2.2","91.7","","","","1"
"1994","Prince Edward Island","","Females","Total number of police officers","Number","223","units ","0","v19457917","3.3.1","16","","","","0"
"1994","Prince Edward Island","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457918","3.3.2","8.3","","","","1"
"1994","Nova Scotia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457919","4.1.1","1611","","","","0"
"1994","Nova Scotia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457920","4.1.2","100","","","","0"
"1994","Nova Scotia","","Males","Total number of police officers","Number","223","units ","0","v19457921","4.2.1","1514","","","","0"
"1994","Nova Scotia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457922","4.2.2","94.0","","","","1"
"1994","Nova Scotia","","Females","Total number of police officers","Number","223","units ","0","v19457923","4.3.1","97","","","","0"
"1994","Nova Scotia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457924","4.3.2","6.0","","","","1"
"1994","New Brunswick","","Both sexes","Total number of police officers","Number","223","units ","0","v19457925","5.1.1","1297","","","","0"
"1994","New Brunswick","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457926","5.1.2","100","","","","0"
"1994","New Brunswick","","Males","Total number of police officers","Number","223","units ","0","v19457927","5.2.1","1226","","","","0"
"1994","New Brunswick","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457928","5.2.2","94.5","","","","1"
"1994","New Brunswick","","Females","Total number of police officers","Number","223","units ","0","v19457929","5.3.1","71","","","","0"
"1994","New Brunswick","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457930","5.3.2","5.5","","","","1"
"1994","Quebec","","Both sexes","Total number of police officers","Number","223","units ","0","v19457931","6.1.1","14712","","","","0"
"1994","Quebec","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457932","6.1.2","100","","","","0"
"1994","Quebec","","Males","Total number of police officers","Number","223","units ","0","v19457933","6.2.1","13607","","","","0"
"1994","Quebec","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457934","6.2.2","92.5","","","","1"
"1994","Quebec","","Females","Total number of police officers","Number","223","units ","0","v19457935","6.3.1","1105","","","","0"
"1994","Quebec","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457936","6.3.2","7.5","","","","1"
"1994","Ontario","","Both sexes","Total number of police officers","Number","223","units ","0","v19457937","7.1.1","20737","","","","0"
"1994","Ontario","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457938","7.1.2","100","","","","0"
"1994","Ontario","","Males","Total number of police officers","Number","223","units ","0","v19457939","7.2.1","18531","","","","0"
"1994","Ontario","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457940","7.2.2","89.4","","","","1"
"1994","Ontario","","Females","Total number of police officers","Number","223","units ","0","v19457941","7.3.1","2206","","","","0"
"1994","Ontario","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457942","7.3.2","10.6","","","","1"
"1994","Manitoba","","Both sexes","Total number of police officers","Number","223","units ","0","v19457943","8.1.1","2130","","","","0"
"1994","Manitoba","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457944","8.1.2","100","","","","0"
"1994","Manitoba","","Males","Total number of police officers","Number","223","units ","0","v19457945","8.2.1","1963","","","","0"
"1994","Manitoba","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457946","8.2.2","92.2","","","","1"
"1994","Manitoba","","Females","Total number of police officers","Number","223","units ","0","v19457947","8.3.1","167","","","","0"
"1994","Manitoba","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457948","8.3.2","7.8","","","","1"
"1994","Saskatchewan","","Both sexes","Total number of police officers","Number","223","units ","0","v19457949","9.1.1","1896","","","","0"
"1994","Saskatchewan","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457950","9.1.2","100","","","","0"
"1994","Saskatchewan","","Males","Total number of police officers","Number","223","units ","0","v19457951","9.2.1","1748","","","","0"
"1994","Saskatchewan","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457952","9.2.2","92.2","","","","1"
"1994","Saskatchewan","","Females","Total number of police officers","Number","223","units ","0","v19457953","9.3.1","148","","","","0"
"1994","Saskatchewan","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457954","9.3.2","7.8","","","","1"
"1994","Alberta","","Both sexes","Total number of police officers","Number","223","units ","0","v19457955","10.1.1","4471","","","","0"
"1994","Alberta","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457956","10.1.2","100","","","","0"
"1994","Alberta","","Males","Total number of police officers","Number","223","units ","0","v19457957","10.2.1","4110","","","","0"
"1994","Alberta","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457958","10.2.2","91.9","","","","1"
"1994","Alberta","","Females","Total number of police officers","Number","223","units ","0","v19457959","10.3.1","361","","","","0"
"1994","Alberta","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457960","10.3.2","8.1","","","","1"
"1994","British Columbia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457961","11.1.1","6383","","","","0"
"1994","British Columbia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457962","11.1.2","100","","","","0"
"1994","British Columbia","","Males","Total number of police officers","Number","223","units ","0","v19457963","11.2.1","5672","","","","0"
"1994","British Columbia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457964","11.2.2","88.9","","","","1"
"1994","British Columbia","","Females","Total number of police officers","Number","223","units ","0","v19457965","11.3.1","711","","","","0"
"1994","British Columbia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457966","11.3.2","11.1","","","","1"
"1994","Yukon","","Both sexes","Total number of police officers","Number","223","units ","0","v19457967","12.1.1","113","","","","0"
"1994","Yukon","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457968","12.1.2","100","","","","0"
"1994","Yukon","","Males","Total number of police officers","Number","223","units ","0","v19457969","12.2.1","104","","","","0"
"1994","Yukon","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457970","12.2.2","92.0","","","","1"
"1994","Yukon","","Females","Total number of police officers","Number","223","units ","0","v19457971","12.3.1","9","","","","0"
"1994","Yukon","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457972","12.3.2","8.0","","","","1"
"1994","Northwest Territories including Nunavut","","Both sexes","Total number of police officers","Number","223","units ","0","v19457979","13.1.1","234","","","t","0"
"1994","Northwest Territories including Nunavut","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457980","13.1.2","100","","","t","0"
"1994","Northwest Territories including Nunavut","","Males","Total number of police officers","Number","223","units ","0","v19457981","13.2.1","215","","","t","0"
"1994","Northwest Territories including Nunavut","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457982","13.2.2","91.9","","","t","1"
"1994","Northwest Territories including Nunavut","","Females","Total number of police officers","Number","223","units ","0","v19457983","13.3.1","19","","","t","0"
"1994","Northwest Territories including Nunavut","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457984","13.3.2","8.1","","","t","1"
"1994","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Total number of police officers","Number","223","units ","0","v19457991","16.1.1","1202","","","","0"
"1994","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457992","16.1.2","100","","","","0"
"1994","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Total number of police officers","Number","223","units ","0","v19457993","16.2.1","1132","","","","0"
"1994","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457994","16.2.2","94.2","","","","1"
"1994","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Total number of police officers","Number","223","units ","0","v19457995","16.3.1","70","","","","0"
"1994","Royal Canadian Mounted Police (RCMP) Headquarters and Training Academy","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457996","16.3.2","5.8","","","","1"
"1995","Canada","","Both sexes","Total number of police officers","Number","223","units ","0","v19457901","1.1.1","55008","","","","0"
"1995","Canada","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457902","1.1.2","100","","","","0"
"1995","Canada","","Males","Total number of police officers","Number","223","units ","0","v19457903","1.2.1","49630","","","","0"
"1995","Canada","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457904","1.2.2","90.2","","","","1"
"1995","Canada","","Females","Total number of police officers","Number","223","units ","0","v19457905","1.3.1","5378","","","","0"
"1995","Canada","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457906","1.3.2","9.8","","","","1"
"1995","Newfoundland and Labrador","","Both sexes","Total number of police officers","Number","223","units ","0","v19457907","2.1.1","864","","","","0"
"1995","Newfoundland and Labrador","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457908","2.1.2","100","","","","0"
"1995","Newfoundland and Labrador","","Males","Total number of police officers","Number","223","units ","0","v19457909","2.2.1","793","","","","0"
"1995","Newfoundland and Labrador","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457910","2.2.2","91.8","","","","1"
"1995","Newfoundland and Labrador","","Females","Total number of police officers","Number","223","units ","0","v19457911","2.3.1","71","","","","0"
"1995","Newfoundland and Labrador","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457912","2.3.2","8.2","","","","1"
"1995","Prince Edward Island","","Both sexes","Total number of police officers","Number","223","units ","0","v19457913","3.1.1","191","","","","0"
"1995","Prince Edward Island","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457914","3.1.2","100","","","","0"
"1995","Prince Edward Island","","Males","Total number of police officers","Number","223","units ","0","v19457915","3.2.1","175","","","","0"
"1995","Prince Edward Island","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457916","3.2.2","91.6","","","","1"
"1995","Prince Edward Island","","Females","Total number of police officers","Number","223","units ","0","v19457917","3.3.1","16","","","","0"
"1995","Prince Edward Island","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457918","3.3.2","8.4","","","","1"
"1995","Nova Scotia","","Both sexes","Total number of police officers","Number","223","units ","0","v19457919","4.1.1","1611","","","","0"
"1995","Nova Scotia","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457920","4.1.2","100","","","","0"
"1995","Nova Scotia","","Males","Total number of police officers","Number","223","units ","0","v19457921","4.2.1","1510","","","","0"
"1995","Nova Scotia","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457922","4.2.2","93.7","","","","1"
"1995","Nova Scotia","","Females","Total number of police officers","Number","223","units ","0","v19457923","4.3.1","101","","","","0"
"1995","Nova Scotia","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457924","4.3.2","6.3","","","","1"
"1995","New Brunswick","","Both sexes","Total number of police officers","Number","223","units ","0","v19457925","5.1.1","1298","","","","0"
"1995","New Brunswick","","Both sexes","Percentage of total police officers","Percentage","242","units ","0","v19457926","5.1.2","100","","","","0"
"1995","New Brunswick","","Males","Total number of police officers","Number","223","units ","0","v19457927","5.2.1","1224","","","","0"
"1995","New Brunswick","","Males","Percentage of total police officers","Percentage","242","units ","0","v19457928","5.2.2","94.3","","","","1"
"1995","New Brunswick","","Females","Total number of police officers","Number","223","units ","0","v19457929","5.3.1","74","","","","0"
"1995","New Brunswick","","Females","Percentage of total police officers","Percentage","242","units ","0","v19457930","5.3.2","5.7","","","","1"
"1995","Quebec","","Both sexes","Total number of police officers","Number","223","units ","0","v19457931","6.1.1","14163","","","","0"
